Name,Price,Reviews,Popularity,Developer,Genres,Critics score,OS,Processor,Memory,Graphics,DirectX,Network,Storage
Pizza Connection,149,Mostly Positive,42,Assemble Entertainment,"Simulation, Strategy",,[]," 1,8 GHz", 512 MB RAM, 3D graphics card compatible with DirectX 7 (compatible with DirectX 9 recommended),,, 1 GB available space
Bright Memory: Infinite Cheongsam (Blue Flowers) DLC,61,Positive,12,FYQD-Studio,"Action, Indie",,['Windows10']," INTEL E3-1230v2 , AMD FX-8350", 6 GB RAM, NVIDIA GeForce GTX 960, Version 11,, 10 MB available space
Halftime Heroes,125,Mostly Positive,249,Bigboot Studios,"Action, Adventure, RPG, Early Access",,['Windows7'], i3, 4 GB RAM, Nvidia GTX 850,,,
Hyper Box,79,Positive,22,Pixelated Cupcake,"Action, Indie",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 1.2GHz-processor, 256 MB RAM, Pretty much anything from year 2010+, Version 9.0c,, 600 MB available space
Crimson Dawn,82,Very Positive,10,Purple Lake,"Action, Adventure, Casual, Indie, RPG, Early Access",,['Windows7'], Intel Core i3 3300, 1024 MB RAM,,,, 300 MB available space
Sea Dogs: To Each His Own - The Final Lesson,99,Mixed,71,BlackMark Studio,"Action, Adventure, RPG",,[], Intel Pentium IV,1024 MB RAM,128 mb video card,,,
Euro Truck Simulator 2 - Slovak Paint Jobs Pack,39,Very Positive,59,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,,
NVL,82,Mixed,319,CUTE ANIME GIRLS,"Adventure, Casual, Indie, RPG, Strategy",,['Windows7'], 2.0 Ghz, 2 GB RAM, OpenGL 3.0+ Compatible Card, Version 12,, 1 GB available space
Last of Ass,82,Mostly Positive,33,SSP Games,"Adventure, Indie, RPG",,"['Windows7', 'Windows10']"," Intel Core i3-4340 , AMD FX-6300", 8 MB RAM," NVIDIA GeForce GTX 660 2GB , AMD  A8-6500 2GB", Version 9.0,, 5 GB available space
MOTHER,82,Very Positive,265,Irwin Segarane,Indie,,['Windows10']," Intel,Amd", 4 GB RAM," Nvidia,Amd", Version 11,, 2 GB available space
Operation: Tango - Soundtrack,195,No user reviews,,Clever Plays,,,,,,,,, 60 MB available space
Time in Time,61,Mostly Positive,90,ErayTek,"Casual, Indie, Strategy",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']"," 2.0 GHz Dual,Quad Core", 2 GB RAM, Nvidia 500 series, Version 9.0,, 150 MB available space
Nomad Survival,82,Very Positive,17,The Fox Knocks,"Action, Indie",,"['Windows8', 'Windows10']",, 2 GB RAM, 2GB VRAM Graphics Cards, Version 11,, 60 MB available space
Space Colonizers Idle Clicker,82,Mixed,27,CapPlay Interactive Inc.,"Adventure, Casual, Indie, Simulation, Strategy",,['Windows7'], 1 Gigahertz(GHz), 512 MB RAM, nVidia 320M, Version 9.0,, 400 MB available space
Zup! Q,82,Very Positive,51,Quiet River,"Casual, Indie",,['WindowsXP'], Intel Celeron 1800 MHz, 256 MB RAM, Intel HD Graphics, Version 9.0,, 150 MB available space
Drunk or Dead - On the Road,171,3 user reviews,,4 I Lab,"Action, Indie, Racing, Simulation",,['Windows10']," Intel® i5-4590 , AMD FX 8350 equivalent", 8 GB RAM, NVIDIA® GeForce® GTX 970, Version 11,, 4 GB available space
Kaiju,82,8 user reviews,,Minimal Studios,Casual,,['Windows8'], Intel i5 @ 2GHz, 4 GB RAM, GTX 970, Version 11,, 1 GB available space
Murder Miners,82,Very Positive,10,JForce Games,"Action, Casual, Indie",,[],, 1 GB RAM,, Version 9.0c, Broadband Internet connection, 250 MB available space
Euro Truck Simulator 2 - Swedish Paint Jobs Pack,39,Very Positive,104,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class,,,
The Adventure of NAYU,82,Very Positive,40,ambai,"Casual, Indie",,[], Intel Core i3, 1 GB RAM, OpenGL 3.3,,, 256 MB available space
Craft The World - Temples of 4 Elements,125,Mixed,54,Dekovir Entertainment,"Indie, RPG, Simulation, Strategy",,['WindowsVista'], 2.0 GHz Dual Core CPU,,,,,
Peace Data,99,Very Positive,187,BITach,"Action, Adventure, Indie",,['Windows7'], Intel Core i3-3240, 4 GB RAM, GeForce 7600 GS (512 MB),,, 1 GB available space
Star Renegades,465,Very Positive,20,"Massive Damage, Inc.","Action, Indie, RPG, Simulation, Strategy",77,['Windows7']," Intel® Core™ i3-3220T @ 2.80GHz , AMD Phenom II X4 820 @ 2.8 GHz", 4 GB RAM," NVIDIA® GeForce® GTX 750(2GB VRAM) , AMD Radeon™ Pro 460 (2GB VRAM)", Version 11,, 5 GB available space
A Dance of Fire and Ice - Neo Cosmos OST,82,Mixed,10,7th Beat Games,Indie,,,,,,,,
Chess'Extra - Dev Support - Pieces Full Design,82,1 user reviews,,JulFlux,"Casual, Indie, Strategy",,['Windows7'], Intel i3 and above, 2 GB RAM, Compatible DirectX 9.0c,,, 100 MB available space
Sven's SudokuPad,82,Positive,48,Sven Neumann,Casual,,['Windows7'], Intel Core i3 2.00 GHz, 2 GB RAM, Intel® HD Graphics 3000,,, 150 MB available space
Lost Potato,82,Very Positive,104,Blobfish,"Action, Indie",,['Windows7'], Core 2 Duo, 1 GB RAM, any,,, 50 MB available space
Scarytales: All Hail King Mongo,102,5 user reviews,,Urchin Games,"Action, Adventure, Casual, Indie, Strategy",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 1.0GHz CPU, 236 MB RAM, 128MB, Version 9.0,, 600 MB available space
Andy's Apple Farm,82,Very Positive,416,M36 Games,"Casual, Indie, Simulation, Early Access",,[], intel core i3,, GeForce RTX 960,,, 600 MB available space
Five nights at Floppa 0,87,Very Positive,50,FreezyCat,Action,,['Windows7'], core i3-2350M, 4 GB RAM, Geforce gtx 550 ti, Version 9.0,, 1 GB available space
Dick Ranger,177,4 user reviews,,"FM Simple Games Studio, Sons of Welder","Action, Adventure, Casual, Indie",,[], G3258, 4000 MB RAM,,,, 120 MB available space
Torque Drift - AE86 Tofu,82,9 user reviews,,Grease Monkey Games,Racing,,['Windows7'], Intel Core i5-9400F, 4 GB RAM," 2GB (GeForce GTX 970 , amd RX 5500 XT)", Version 11, Broadband Internet connection, 10 GB available space
"Warhammer 40,000: Gladius - Relics of War - Wallpapers",61,No user reviews,,Proxy Studios,Strategy,,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3, 4 GB RAM," OpenGL 3.3 compatible with 1 GB VRAM (NVIDIA GeForce GTS 450 (1 GB) , AMD Radeon HD 5750 (1 GB)) and up-to-date graphics drivers",,, 2 GB available space
Cladmen,30,Mostly Positive,27,Seaborgium Entertainment,"Adventure, Casual, Indie, RPG, Simulation",,"['WindowsXP', 'WindowsVista', 'Windows7']", Dual Core 2.0 GHz, 1 GB RAM, 600MB, Version 8.0,, 600 MB available space
Drift86 - Car Pack,61,Positive,30,RewindApp,"Casual, Indie, Racing",,"['Windows7', 'Windows8', 'Windows10']", 2 GHz Intel Pentium 4,, Intel HD Graphique,,, 1 MB available space
Fly and Destroy,822,Mixed,120,EGAMER,"Action, Adventure, Casual, Indie, Strategy",,['Windows7'], Intel dual core 2.0 Ghz, 256 MB RAM, 256 MB, Version 9.0,, 1500 MB available space
Yokai's Secret,82,Very Positive,40,Double W,"Action, Casual, Indie, RPG",,"['Windows8', 'Windows10']", Intel Core i5, 4 GB RAM, NVIDIA Gef,,, 1 GB available space
Featherfall,82,Very Positive,132,Sokpop Collective,"Action, Adventure, Indie, RPG",,['Windows7'], Dual Core 2 GHz, 4 GB RAM, DirectX9 compatible with at least 500MB of memory, Version 9.0,, 200 MB available space
The Backrooms Game FREE Edition,0,Mostly Positive,29,Pie On A Plate Productions,"Adventure, Casual, Free to Play, Indie, Simulation",,['Windows7'], 2.5ghz, 4 GB RAM, 1GB VRAM, Version 11,, 1 GB available space
Intravenous Soundtrack,102,9 user reviews,,Tuukka Veikkola,,,,,,,,, 185 MB available space
Killing Floor - Ash Harding Character Pack,99,Mostly Positive,48,Tripwire Interactive,Action,,"['WindowsXP', 'WindowsVista']", 1.2 GHZ, 1 GB RAM, 64 MB DX9 Compliant,,,
The last Baron's stunt (Anime),165,Mixed,23,SharF Co.,"Casual, Indie, Simulation",,['Windows7'], Intel Dual-Core 2.4 GHz, 800 MB RAM," NVIDIA GeForce 9800GT , AMD Radeon HD 5670 , Intel HD Graphics 4000 with 512 MB VRAM", Version 9.0,, 1 GB available space
King's Bounty: Dark Side,490,Mostly Positive,1113,Fulqrum Publishing,"RPG, Strategy",73,['WindowsXP'], 2.6 GHz and better, 1 GB RAM, nVidia GeForce 6600 with 128 Mb VRAM, Version 9.0c,, 8 GB available space
Desktop Kanojo,82,Very Positive,1443,Neko Game,"Casual, Indie, Simulation",,"['Windows7', 'Windows8', 'Windows10']", Core i3+, 1 GB RAM, Graphics card supporting DirectX 9.0c+,,, 200 MB available space
Toru,199,Positive,35,"Vadd Games, Cow Game","Action, Adventure, Indie",,[]," Intel i3-2100 , AMD A8-5600k", 4 GB RAM," GeForce GTX 750 , Radeon HD 6570", Version 11,, 1 GB available space
Swarmlake,82,Very Positive,28,Dominique Grieshofer,"Action, Casual, Indie",,['Windows7']," Intel Core i3 , AMD A6 @ 2.4GHz", 1 GB RAM, Intel HD Graphics 4000,,, 10 MB available space
Two Guys One Cabin,30,Mostly Positive,55,TopSkyGames,"Action, Adventure, Indie",,['Windows10'], intel core i3 2100 | AMD FX 6300, 4 GB RAM, Nvidia gtx 750 2gb | AMD rx 550 2gb,,, 5 GB available space
Trash Quest,82,Very Positive,72,Francis Vace,"Action, Adventure, Indie",,['Windows10'], Intel, 4 GB RAM, Integrated,,, 105 MB available space
Geometric Sniper,82,Very Positive,229,YAW Studios,"Action, Casual, Indie",,['Windows10'], Intel Core i5 3.0 GHz 64 bits Processor, 8 GB RAM," Geforce GT 430 (1024 MB) , Radeon HD 5570 (1024 MB)", Version 11,, 1 GB available space
Distant Space 2,30,Very Positive,116,PixelMouse,"Action, Adventure, Casual, Indie",,['Windows7'], 1 GHz Processor, 2 GB RAM,,,,
Surviving Mars: Mars Lifestyle Radio,102,Mixed,17,"Haemimont Games, Abstraction","Simulation, Strategy",,['Windows7'], 4th Generation Intel i3 CPU, 4 GB RAM," HD 4600,Geforce 620,Radeon 6450",,, 6 GB available space
Zup! 7,82,Very Positive,15,Quiet River,"Casual, Indie",,['WindowsXP'], Intel Celeron 1800 MHz, 256 MB RAM, Intel HD Graphics, Version 9.0,, 15 MB available space
Leisure Suit Larry - Wet Dreams Don't Dry Soundtrack,82,7 user reviews,,CrazyBunch,Adventure,,[],,,,,,
Mr.Mine,0,Overwhelmingly Positive,117,Playsaurus,"Casual, Free to Play, Indie, Simulation",,['Windows7'],, 256 MB RAM,,,, 512 MB available space
Trivia Vault: Business Trivia,700,Mixed,38,Ripknot Systems,"Action, Casual, Simulation",,[], 2.0 ghz, 500 MB RAM, 500 Megs VRAM, Version 9.0,, 500 MB available space
Five Nights At Floppa,82,Very Positive,12,FreezyCat,"Action, Indie",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows10']", Intel Core 2 Duo @ 1.8 Ghz, 3 GB RAM, nVidia GeForce 8800, Version 9.0,, 700 MB available space
Zueirama,133,Very Positive,16,Memes Games,"Adventure, Casual, Indie",,['Windows7'], Intel Core2 Duo 2.4GHz, 2 GB RAM, Intel HD Graphics 5000,,, 400 MB available space
Strange Night ll,259,Mixed,54,Labory,Indie,,['WindowsXP'], Intel Core 2.3 GHz, 4 GB RAM, 1024 MB, Version 11,, 3 GB available space
My Time At Portia - NPC Eveningwear Package,102,Mostly Positive,19,Pathea Games,"Adventure, Casual, Indie, RPG, Simulation",,"['Windows7', 'Windows8', 'Windows10']", Intel i3 Processor, 6 GB RAM," ATI 7770, Nvidia GeForce GTX 660 2GB", Version 10,, 6 GB available space
Ricochet,200,Very Positive,62,Valve,Action,,,,,,,,
嗜憶 Swallow,102,Mostly Positive,27,車底部隊MEN,Indie,,['Windows10'], Intel® HM175, 7 GB RAM, GeForce® GTX 1050 Ti with 4GB GDDR5, Version 11,, 8 GB available space
Atom Fishing II,0,Very Positive,17,Woolf,"Free to Play, Indie, Massively Multiplayer, Simulation",,['WindowsVista'],, 2 GB RAM, GF GTX 460, Version 11, Broadband Internet connection, 2 GB available space
Left to Survive: Shooter PVP,0,Very Positive,15,Whalekit,Action,,"['Windows7', 'Windows8', 'Windows10']"," Core i3-530 , AMD Athlon II X3 415e", 4 GB RAM," GeForce 250 GTS , Radeon HD 4850",, Broadband Internet connection, 8 GB available space
Lucy Got Problems - Artbook and Wallpapers (Silver Edition),99,Positive,11,Nupu Neko Dev,Adventure,,,,,,,, 380 MB available space
PickCrafter,0,Very Positive,85,Fiveamp,"Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy",,['WindowsXP'],, 512 MB RAM,,,, 150 MB available space
Cell to Singularity - Evolution Never Ends,0,Very Positive,209,Computer Lunch,"Casual, Free to Play, Simulation",,['Windows7'], 1 gigahertz (GHz), 1 GB RAM, Low budget 3D graphics card,,, 150 MB available space
Shrine of the Spirits,0,Mostly Positive,34,Goddess,"Action, Adventure, Casual, Free to Play, Indie, RPG",,['Windows10'], I5, 2 GB RAM,,, Broadband Internet connection, 5 GB available space
Mighty Dungeons,133,Mixed,69,"Yohan Launay, Frederic Gaillard","Adventure, Casual, Indie, RPG",,[], Pentium III 1.0 GHz, 512 MB RAM, 800x600 resolution,,, 80 MB available space
The Chameleon,259,Very Positive,84,Antonio Freyre,Indie,,['Windows7'], Core i5-7300U 3.5 GHz, 8 GB RAM, NVidia GTX 580, Version 11,, 2 GB available space
Golf Peaks,200,Very Positive,10,Afterburn,"Casual, Indie, Sports",,['Windows7'], i3, 4 GB RAM, Intel HD Graphics 5000,,, 200 MB available space
BattleRush 2,360,Mixed,526,Thunder Developers,"Action, Massively Multiplayer",,"['Windows7', 'Windows8', 'Windows10']", Intel, 4096 MB RAM, NVIDIA GeForce 470 GTX, Version 10, Broadband Internet connection, 5000 MB available space
Savage Halloween,133,Very Positive,66,2ndBoss,"Action, Casual, Indie",,['Windows7'], SSE2 instruction set support., 256 MB RAM, Graphics card with DX10 (shader model 4.0) capabilities.,,, 180 MB available space
Stronghold Crusader 2: Freedom Fighters mini-campaign,29,No user reviews,,FireFly Studios,"Simulation, Strategy",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8']", Intel® Core™2 Duo 2Ghz, 2 GB RAM, NVIDIA® GeForce® 8800GT 512MB, Version 9.0c, Broadband Internet connection,
Transient - Original Soundtrack,125,3 user reviews,,Stormling Studios,"Adventure, Indie",,,,,,,, 200 MB available space
Safety First!,79,Very Positive,151,JCO,"Casual, Indie, Simulation, Sports",,"['Windows7', 'Windows8', 'Windows10']",, 2 GB RAM,,,, 150 MB available space
Hylics,79,Overwhelmingly Positive,115,Mason Lindroth,"Indie, RPG",,['WindowsXP'], 2.0 GHz, 512 MB RAM, 1024 x 768,,,
Meridian 157: Chapter 2,82,Very Positive,118,NovaSoft Interactive Ltd.,"Adventure, Casual, Indie",,['Windows7'], Dual Core with Hyper-Threading, 2 GB RAM, Intel Iris Pro Graphics,,, 800 MB available space
Raji: An Ancient Epic Soundtrack,249,7 user reviews,,Nodding Heads Games,,,,,,,,, 169 MB available space
Boson X,79,Very Positive,1298,"Ian MacLarty, Jon Kerney","Action, Indie",,['Windows7'], 2GHz, 512 MB RAM, OpenGL 1.5,,, 20 MB available space
Rest In Pieces,399,Mixed,39,Storming Tech,"Action, Indie, RPG",,['Windows10'], Intel i5-4590, 4 GB RAM," Nvidia GeForce GTX 970 , AMD RX 480", Version 11, Broadband Internet connection, 6 GB available space
Weapons Genius. Modern Guns,90,8 user reviews,,"JDM4iK, Droid Riot","Action, Casual, Indie, Simulation",,['Windows7']," Intel Celeron, Pentium 4", 4 GB RAM," nVidia GTX 760, ATI R7 ", Version 9.0,, 1 GB available space
Cats Organized Neatly,79,Overwhelmingly Positive,104,DU&I,"Casual, Indie",,['Windows7'], Dual-core from Intel, 2 GB RAM, Videocard with at least 512MB,,, 50 MB available space
War for the Overworld - The Cynical Imp (Charity DLC),82,Positive,14,Brightrock Games,"Indie, Simulation, Strategy",,"['Windows7', 'Windows8', 'Windows10']", Dual Core CPU @ 2.5GHz, 4GB RAM, Nvidia GT450 512MB,,,
Golf Around!,133,Overwhelmingly Positive,742,Steve Hough,"Casual, Indie, Simulation, Sports",,['Windows7'], 1.8 GHz Processor, 2 GB RAM, 512 MB,, Broadband Internet connection, 2 GB available space
Ball laB,30,Mixed,56,Viktor Yurchuk,"Adventure, Indie",,['Windows8'], 1.5 Ghz, 2 GB RAM, 256 MB, Version 9.0,, 100 MB available space
THE 2048,39,Very Positive,81,Thick & Thin,Indie,,['Windows7'], Intel Celeron 1.2 Ghz and up, 512 MB RAM, Intel HD graphics,,, 50 MB available space
Grimoire Chronicles,99,Mostly Positive,68,Warfare Studios,"Adventure, Casual, Indie, RPG, Strategy",,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 1.6 GHz, 128 MB RAM, DirectX 9.0 Compatible, Version 9.0,, 200 MB available space
Emily Wants to Play Too,195,Very Positive,351,Shawn Hitchcock,"Action, Adventure, Indie, Simulation, Strategy",,['Windows7'], i5,, Nvidia GTX 770, Version 11,, 4 GB available space
GrappleWell,175,3 user reviews,,"robotrage, Maldonacho","Adventure, Indie",,['Windows7'], Dual Core +, 2 GB RAM, Intel HD 4600,,, 1 GB available space
Cultist Simulator: The Priest,82,Mixed,31,Weather Factory,"Indie, RPG, Simulation",,['Windows7'], 2GHz, 1 GB RAM," 1280x768 minimum resolution, post-2012 integrated graphics", Version 9.0c,, 500 MB available space
Game Dev Studio,259,Very Positive,467,Explosive Squat Games,"Casual, Indie, Simulation, Strategy",,['WindowsXP'], Dual core @ 2GHz, 1 GB RAM, 128 MB VRAM, Version 9.0,, 150 MB available space
Cultist Simulator: The Ghoul,82,Positive,32,Weather Factory,"Indie, RPG, Simulation",,['Windows7'], 2GHz, 1 GB RAM," 1280x768 minimum resolution, post-2012 integrated graphics", Version 9.0c,, 500 MB available space
Hard Time,129,Very Positive,204,MDickie,"Action, Adventure, Indie, RPG, Simulation",,[], 1gHz, 2 GB RAM,,,, 100 MB available space
WRC Generations - Porsche 911 GT3 RS RGT Extra liveries,82,2 user reviews,,KT Racing,"Racing, Simulation",,['Windows10'], Intel Core i5-2300, 8 GB RAM," NVIDIA GeForce GT 1030, 2 GB", Version 12,, 47 GB available space
Sky in your eyes,240,Positive,39,Aleksey Izimov,"Indie, Simulation",,['Windows8'], Intel Xeon® E5-2640, 2048 MB RAM, Intel HD Graphics, Version 12,, 400 MB available space
Mirror 2: Project X - Home - Accessories,82,Mixed,232,KAGAMI Ⅱ WORKs,"Adventure, Indie, RPG",,['Windows10'], Intel Core i5-3570K, 8 GB RAM, NVIDIA GeForce GTX 1060, Version 11,, 1 GB available space
Hold your houses,30,Mostly Negative,54,WhackAKey Games,"Action, Strategy",,['Windows7'], i3, 2 GB RAM, NVIDIA GeForce 470 GTX, Version 11,, 10 GB available space
Xenomarine,259,Positive,41,Fourfold Games,"Adventure, Indie, RPG, Strategy",,['WindowsXP'], SSE2 instruction set support, 4 GB RAM, Graphics supporting DX9,,, 200 MB available space
Cultist Simulator: The Dancer,82,Positive,46,Weather Factory,"Indie, RPG, Simulation",,['Windows7'], 2GHz, 1 GB RAM," 1280x768 minimum resolution, post-2012 integrated graphics", Version 9.0c,, 500 MB available space
Viscera Cleanup Detail - House of Horror,79,Very Positive,121,RuneStorm,"Indie, Simulation",,[], 2.4GHz Dual core CPU, 2 GB RAM, 512MB Shader Model 3.0 Nvidia GeForce 8800 GT, Version 9.0c,, 3 GB available space
8-in-1 IQ Scale Bundle,360,Very Positive,74,ALEKSANDER CHEPAIKIN,Indie,,['Windows7'], An Intel Pentium 4, 512 MB RAM, 128 MB, Version 9.0,, 500 MB available space
Corridor Z,195,Very Positive,126,Mass Creation,"Action, Adventure, Indie",,['Windows7'], Intel i3 2100+, 2 GB RAM," 512 MB VRAM, nVidia GT 720+", Version 9.0c,, 500 MB available space
Mermaid,133,Mixed,11,MCG,"Adventure, Indie, RPG",,[], i5, 4 GB RAM, GTX960, Version 9.0,, 4 GB available space
Virginia,249,Mixed,10,Variable State,"Adventure, Casual, Indie",74,['Windows7'], AMD Phenom II X4 940, 2 GB RAM, Radeon R7 250, Version 11,, 5 GB available space
Titan Attacks!,299,Very Positive,633,Puppygames,"Action, Casual, Indie",,['WindowsXP'],1GHz,512 MB RAM,OpenGL 1.5 capable graphics card,,,
Ultratron,299,Very Positive,495,Puppygames,"Action, Indie",,['WindowsXP'],1GHz,512 MB RAM,OpenGL1.5 capable graphics card,,,
Epic Roller Coasters - Candyland,82,1 user reviews,,B4T Games,"Casual, Free to Play, Indie, Racing, Simulation",,['Windows7'], Intel Core i5- 4590 equivalent, 8 MB RAM, NVIDIA GeForce GTX 970, Version 11, Broadband Internet connection, 2 MB available space
Starpoint Gemini Warlords: Titans Return,169,Mixed,23,Little Green Men Games,"Action, RPG, Simulation, Strategy",,['Windows7'], Intel Core 3.0 GHz, 8 GB RAM," DirectX 11 nVidia GeForce GTX 470 , 560, 1280MB", Version 11,, 300 MB available space
Griddy,61,Very Positive,70,Brain Pump,Casual,,"['WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 2 GHz, 1 GB RAM, DirectX 9 Compatible Graphics Card, Version 9.0,, 100 MB available space
Power Punch II,175,3 user reviews,,"Beam Software, American Softworks",Action,,"['Windows7', 'Windows8', 'Windows10']"," Pentium 4, Athlon 64",, Athlon 64,,,
King's Bounty: Dark Side Premium Edition Upgrade,82,3 user reviews,,Fulqrum Publishing,"RPG, Strategy",,['WindowsXP'], 2.6 GHz and better, 1 GB RAM, nVidia GeForce 6600 with 128 Mb VRAM,,,
Stranded Deep Original Soundtrack,82,4 user reviews,,Beam Team Games,,,,,,,,, 70 MB available space
[Chilla's Art] Missing Children | 行方不明,82,Very Positive,11,Chilla's Art,"Action, Adventure, Casual, Indie, Simulation, Strategy",,['Windows7']," Intel,Amd", 4 GB RAM," Nvidia,Amd",,, 3 GB available space
[Chilla's Art] Night Delivery | 例外配達,82,Very Positive,22,Chilla's Art,"Adventure, Casual, Indie",,['Windows7']," Intel,Amd", 4 GB RAM," Nvidia,Amd", Version 11,, 4 GB available space
Decent Icons,82,Very Positive,220,Decent Software LLC,"Design & Illustration, Utilities",,['WindowsVista'],, 4 GB RAM,,,,
[Chilla's Art] Stigmatized Property | 事故物件,82,Very Positive,11,Chilla's Art,"Action, Adventure, Casual, Indie, Simulation, Strategy",,['Windows7']," Intel,Amd", 4 GB RAM, Integrated graphics,,, 2 GB available space
[Chilla's Art] Inunaki Tunnel | 犬鳴トンネル,82,Very Positive,344,Chilla's Art,"Action, Adventure, Casual, Indie, Simulation, Strategy",,['Windows7']," Intel,Amd", 4 GB RAM, GTX 750, Version 11,, 4 GB available space
Euro Truck Simulator 2 - Fantasy Paint Jobs Pack,79,Very Positive,117,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class,,,
City Builder,61,Mostly Positive,29,Cow Corp.,"Casual, Indie, Simulation",,['Windows7'], AMD Turion Dual-Core RM-75, 1 GB RAM, Nvidia GeForce GTX 650,,, 50 MB available space
City Builder,61,Mostly Positive,29,Cow Corp.,"Casual, Indie, Simulation",,['Windows7'], AMD Turion Dual-Core RM-75, 1 GB RAM, Nvidia GeForce GTX 650,,, 50 MB available space
Red Wake Carnage,30,Mixed,277,Racing Bros,"Action, Indie",,['WindowsXP']," Intel(R) Core(TM)2 Duo 2.4, AMD Athlon(TM) X2 2.8 Ghz", 2 GB RAM," Geforce 9600 GS, Radeon HD4000, Shader Model 3.0, 512 MB", Version 9.0,, 5 GB available space
I'a I'a Cofflhu Fhtagnyaa,133,Very Positive,252,lamb of game,"Adventure, Indie, RPG",,['WindowsXP'], Intel Core 2DOU 2GHz, 1 GB RAM, 1280 x 720, Version 9.0,, 1 GB available space
theBlu - Hammerhead Cove,82,Mostly Negative,10,"Wevr, Inc","Adventure, Indie, Simulation",,['Windows8'], i7-5930K, 16 GB RAM, Nvidia Geforce GTX 980, Version 11,, 4 GB available space
When Ski Lifts Go Wrong,360,Very Positive,439,Hugecalf Studios,"Casual, Indie, Simulation, Sports",80,['Windows7'], 2 GHz, 2 GB RAM, 1GB,,, 500 MB available space
Epic Roller Coasters — Stonehenge,82,No user reviews,,B4T Games,"Casual, Free to Play, Indie, Racing, Simulation",,['Windows7'], Intel Core i5- 4590 equivalent, 8 GB RAM, NVIDIA GeForce GTX 970, Version 11, Broadband Internet connection, 10 GB available space
Running Ninja,30,Mixed,33,BBB Games,"Action, Casual, Indie",,['WindowsXP'], Dual-core 1.2gHz, 1 GB RAM, GPU that supports Shader Model 3 and depth textures, Version 9.0,, 100 MB available space
Ultimate Desktop Character Engine,82,Mixed,86,elfinik,"Animation & Modeling, Design & Illustration, Utilities, Early Access",,[], intel Core 2 Duo, 1 GB RAM,, Version 11, Broadband Internet connection, 300 MB available space
Starpoint Gemini Warlords - Upgrade to Digital Deluxe,169,7 user reviews,,Little Green Men Games,"Action, RPG, Simulation, Strategy",,[], Intel Core 3.0 GHz, 8 GB RAM," DirectX 11 nVidia GeForce GTX 470 , 560, 1280MB", Version 11,, 500 MB available space
Late photographer 5,160,Mixed,14,okyakusama,"Casual, Indie",,"['Windows8', 'Windows10']"," Intel Core i3-3470 , AMD FX-8350", 1 GB RAM," NVIDIA GeForce GTX 960 , Radeon R7 260X", Version 6.0,, 600 MB available space
Music - Crusader Kings II: Pagan Fury - Warrior Queen,102,Positive,17,Paradox Development Studio,"RPG, Simulation, Strategy",,['Windows7'], Intel® Pentium® IV 2.4 GHz, 4 GB RAM,,,,
Ritual,30,Mostly Positive,12,Valera Entertainment,"Adventure, Casual, Indie",,['Windows7'], Intel Core 2 Duo E8400,,,,,
Bomberpet,82,Positive,11,Lucky Dog,"Action, Casual, Indie, Massively Multiplayer",,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i3, 2.4GHz", 1 GB RAM, NVIDIA GTX 260,,, 1 GB available space
Animals Memory,133,Positive,47,Laush Dmitriy Sergeevich,"Casual, Indie",,['WindowsXP'], Athlon 2 X3 450, 1024 MB RAM, GeForce EN9600 GT,,, 40 MB available space
S2ENGINE HD - Easy Game Pack,249,9 user reviews,,Profenix Studio SRLS,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Game Development",,['Windows7'], dual core, 4 GB RAM," Geforce 650 GTX, Radeon HD 5850, IntelHD 4000*",,,
Demonheart,710,Very Positive,583,Rolling Crown,"Adventure, Casual, RPG, Simulation",,['Windows7'], 1.5 GHz, 2 GB RAM,,,, 900 MB available space
汉匈决战/Han Xiongnu Wars,175,Mixed,13,Shangshixuan,"Action, Adventure, Casual, Indie, RPG, Strategy",,['WindowsXP'], Intel Core Duo 2.0 GHz, 2 GB RAM, 3D graphics card with 256MB RAM,,, 2 GB available space
Car Parking,350,Positive,12,Louie Inc,"Casual, Indie, Racing",,"['Windows7', 'Windows8', 'Windows10']", Intel Core 2 Duo E6320 (2*1866), 2 GB RAM," Geforce 750,Radeon R9 270X",,, 2 GB available space
FALL GIRLS,175,Mixed,106,Squid Developer,"Action, Adventure, Casual, Indie, Simulation, Sports",,[], 1.2 GHz, 4 GB RAM, DirectX 9 compatible graphics card,,, 1000 MB available space
