Name,Price,Reviews,Popularity,Developer,Genres,Critics score,OS,Processor,Memory,Graphics,DirectX,Network,Storage
Euro Truck Simulator 2 - Street Art Paint Jobs Pack,79,Very Positive,107,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,,
Across The Obelisk: The Wolf Wars,385,Mixed,237,Dreamsite Games,"Adventure, Indie, RPG, Strategy",,"['WindowsXP', 'Windows8']", 2.0 Ghz, 2 GB RAM," 1Gb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable)",,, 1 GB available space
Supremacy 1914: World War 1,0,Very Positive,66,Bytro Labs GmbH,"Free to Play, Massively Multiplayer, Simulation, Strategy",,['Windows7'], Intel Core 2 Duo 2.2 GHz, 2 GB RAM, 64 MB NVIDIA GeForce 6800,, Broadband Internet connection, 500 MB available space
Cities: Skylines - Content Creator Pack: Sports Venues,240,Positive,24,BadPeanut,"Simulation, Strategy",,"['Windows7', 'Windows8', 'Windows10']", Intel® Core™ I7 930  |  AMD® FX 6350, 8 GB RAM, Nvidia® GeForce™ GTS 450 (1 GB) |  AMD® R7 250 (2 GB)  |  Intel Iris Xe G7 (Tiger Lake), Version 9.0c, Broadband Internet connection, 4 GB available space
VTOL VR,499,Overwhelmingly Positive,637,"Boundless Dynamics, LLC","Action, Indie, Simulation",,['Windows10'], Intel Core i5-3570K, 8 GB RAM, Nvidia GTX 970, Version 11, Broadband Internet connection, 3 GB available space
Unturned - Permanent Gold Upgrade,200,Very Positive,21,Smartly Dressed Games,"Action, Adventure, Casual, Free to Play, Indie",,['Windows7'], 3 GHz, 8 GB RAM,, Version 10, Broadband Internet connection, 4 GB available space
DOKA 2 KISHKI EDITION,30,Mostly Positive,39,Agafonoff,"Action, Adventure, Casual, Indie, RPG, Simulation",,['WindowsXP'], 1.2GHz processor, 512 MB RAM, 256 MB,,,
Goose Goose Duck,0,Very Positive,2392,"Gaggle Studios, Inc.","Casual, Free to Play, Indie, Massively Multiplayer, Strategy",,['Windows7'], Intel Core2 Duo 2.4ghz+, 2 GB RAM, Integrated Graphics, Version 9.0, Broadband Internet connection, 400 MB available space
Magicka 2,349,Very Positive,58,Pieces Interactive,"Action, Adventure",,['Windows7'], CPU: 3GHz Dual Core (Intel Pentium G3220, 2 GB RAM, Nvidia GeForce 550,,, 3 GB available space
GameGuru MAX,930,Mostly Positive,97,TheGameCreators,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Game Development, Early Access",,['Windows10']," Intel Core i5-7400 | AMD Opteron 4274 HE,", 16 GB RAM," NVIDIA GeForce GTX 970 | AMD Radeon R9 Fury, with 4 GB VRAM,", Version 12, Broadband Internet connection, 30 GB available space
GameMaker,0,Very Positive,54,YoYo Games Ltd.,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing, Game Development",,['Windows7'], 64bit Intel compatible Dual Core CPU, 2 GB RAM, OpenGL 4-compliant onboard graphics, Version 11, Broadband Internet connection, 3 GB available space
Conan Exiles - People of the Dragon Pack,229,Mostly Positive,72,Funcom,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy",,['Windows10'], Intel Quad Core i5-2300, 6 GB RAM, Nvidia GeForce GTX 560 (1GB), Version 11, Broadband Internet connection, 10 MB available space
ONE PIECE ODYSSEY,2399,Very Positive,92,"ILCA, Inc.","Action, Adventure, Casual, RPG",77,['Windows10'], Intel Core i5-6600, 8 GB RAM, GeForce GTX 780, Version 11,, 35 GB available space
Crossroads Inn Anniversary Edition,930,Mixed,20,Klabater,"Adventure, Casual, RPG, Simulation, Strategy",59,['Windows10'], 3.1 GHz Dual-Core - Intel i3 2100, 4 GB RAM," 1 GB VRAM, NVIDIA GeForce GTX 550 Ti , AMD Radeon HD 5850", Version 11,, 14 GB available space
Conan Exiles - Treasures of Turan Pack,229,Very Positive,92,Funcom,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy",,['Windows10'], Intel Quad Core i5-2300, 6 GB RAM, Nvidia GeForce GTX 560 (1GB), Version 11, Broadband Internet connection, 10 MB available space
Battlestar Galactica Deadlock: Sin and Sacrifice,360,Positive,23,Black Lab Games,Strategy,,['Windows7'], 2.0GHz, 4 GB RAM," 1GB NVIDIA Geforce 460,ATI Radeon HD 5770", Version 11,, 4650 MB available space
All-In-One Sports VR,435,Very Positive,390,Appnori Inc.,"Action, Casual, Simulation, Sports",,[]," Intel i5-4590, AMD FX 8350 equivalent", 4 GB RAM," Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent", Version 9.0,, 3 GB available space
Deadly Broadcast,280,Mixed,41,Apphic Games,"Action, Adventure, Indie",,['Windows10'], i3, 4 GB RAM, Gtx 1050,,, 8 GB available space
Passpartout: The Starving Artist,249,Very Positive,83,Flamebait Games,"Casual, Indie, Simulation",,['Windows7'], Intel Core i3, 1 GB RAM, GeForce GTX 460, Version 9.0c,, 2 GB available space
They Are Billions,899,Mostly Positive,297,Numantian Games,Strategy,77,['Windows7']," INTEL, AMD 2 cores CPU at 2Ghz", 4 GB RAM," Intel HD3000, Radeon, Nvidia card with shader model 3, 1GB video ram.", Version 9.0c,, 4 GB available space
METAL GEAR RISING: REVENGEANCE,599,Overwhelmingly Positive,1463,PlatinumGames,Action,83,[], Intel Core i5 2400, 2 GB RAM, Nvidia Geforce GTS 450, Version 9.0c,, 25 GB available space
Space Engineers - Warfare 2,133,Very Positive,111,Keen Software House,"Action, Indie, Simulation, Strategy",,['Windows10'], Intel i5 @ 3.0 GHz, 8 GB RAM," Geforce 750,Radeon R9 270X", Version 11,, 25 GB available space
The Banner Saga 2,750,Very Positive,17,Stoic,"Indie, RPG, Strategy",82,['Windows7'],, 2 GB RAM,,,, 4 GB available space
Cataclysm: Dark Days Ahead,710,Very Positive,112,CleverRaven,"Adventure, RPG",,['Windows10'],,,,,,
Flight Of Nova,515,Very Positive,17,Aerovery Lab,"Simulation, Early Access",,['Windows8'], Intel Core i5, 8 GB RAM, Nvidia Geforce GTX 970,,, 12 GB available space
Warhammer: Vermintide 2 - Forgotten Relics Pack,185,Mixed,422,Fatshark,"Action, Indie",,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-2300 @ 2.80 GHz , AMD FX-4350 @ 4.2 GHz", 6 GB RAM, NVIDIA GeForce GTX 460, Version 11, Broadband Internet connection, 85 MB available space
Rogue Legacy 2,880,Very Positive,111,Cellar Door Games,"Action, Adventure, Indie, RPG",88,['Windows7'], 2.0 Ghz, 8 GB RAM," Nvidia GTX 680, AMD R9 280X", Version 11,, 2 GB available space
The Light Brigade,880,Very Positive,118,Funktronic Labs,"Action, RPG, Strategy",,['Windows7'], Intel Core i5 Sandy Bridge, 8 GB RAM," NVIDIA GTX 970 , AMD 290 equivalent",,, 500 MB available space
Cosmoteer: Starship Architect & Commander,699,Very Positive,176,Walternate Realities,"Simulation, Strategy, Early Access",,['Windows10'], Dual-core Intel 2.0 GHz (or AMD equivalent), 4 GB RAM, 1GB DirectX 9 Graphics Card,,, 2 GB available space
Slay the Spire,465,Overwhelmingly Positive,1920,Mega Crit Games,"Indie, Strategy",89,"['WindowsXP', 'Windows8']", 2.0 Ghz, 2 GB RAM," 1Gb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable)",,, 1 GB available space
For The King: Lost Civilization Adventure Pack,154,Mixed,378,IronOak Games,"Adventure, Indie, RPG, Strategy",,"['Windows7', 'Windows8', 'Windows8', 'Windows10']"," Intel Core2 Duo E4300 (2 * 1800) , AMD Athlon Dual Core 4450e (2 * 2300)", 4096 MB RAM," GeForce 8800 GTX (768 MB) , Intel HD 4600 , Radeon HD 3850 (512 MB)", Version 9.0,, 3 GB available space
HudSight - custom crosshair overlay,175,Very Positive,94,Eduard Kozadaev,"Education, Software Training, Utilities, Video Production",,['Windows7'], 2-cores CPU with SSE support, 1 GB RAM," Intel,AMD,NVidia graphics card", Version 11,, 12 MB available space
VRChat,0,Very Positive,2267,VRChat Inc.,"Adventure, Casual, Free to Play, Massively Multiplayer, Simulation, Sports, Early Access",,"['Windows8', 'Windows10']"," Intel® i5-4590 , AMD FX 8350 equivalent", 4 GB RAM," NVIDIA GeForce® GTX 970 , AMD Radeon™ R9 290 equivalent", Version 11, Broadband Internet connection, 1 GB available space
Expedition Agartha,0,Mixed,417,Matrioshka Games,"Action, Adventure, Indie, RPG, Early Access",,['Windows10'], Intel Quad Core i5-2300, 8 GB RAM, Nvidia GeForce GTX 560 (1GB),,, 20 GB available space
Necromunda: Hired Gun,1599,Mixed,41,Streum On Studio,"Action, Adventure",,['Windows10']," AMD FX 6300 X6 , Intel Core i5-3570K", 8 GB RAM," 1 GB VRAM, Radeon HD 7770 , GeForce GTX 560 Ti", Version 12,, 50 GB available space
WRC Generations – The FIA WRC Official Game,799,Mixed,115,KT Racing,"Racing, Simulation",,['Windows10'], Intel Core i5-2300, 8 GB RAM," NVIDIA GeForce GT 1030, 2 GB", Version 12,, 47 GB available space
Blood West,550,Very Positive,45,Hyperstrange,"Action, Early Access",,['Windows10'], Intel Core i5-7500, 8 GB RAM, NVIDIA GeForce GTX 780M,,, 5 GB available space
EZ2ON REBOOT : R,2490,Very Positive,52,"Neonovice Co., Ltd., SQUARE PIXELS","Action, Casual, Sports",,['Windows10'], Intel® Core i3-530, 4 GB RAM, Intel® UHD Graphics 620, Version 11, Broadband Internet connection, 35 GB available space
Apewar,46,Overwhelmingly Positive,1072,Gombe Games,"Action, Casual, Indie, Strategy, Early Access",,['Windows8'], Intel Pentium® i3 Series, 4 GB RAM, 2048 MB+, Version 11, Broadband Internet connection, 300 MB available space
Hunt: Showdown - The Wolf at the Door,259,Very Positive,98,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 MB RAM, Graphics: NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 GB available space
Fishing Planet: Wild Africa Pack,1159,Positive,14,Fishing Planet LLC,"Free to Play, Massively Multiplayer, Simulation, Sports",,['Windows7'], Dual-Core 2.4 Ghz, 4 GB RAM, Graphics Card Intel HD4600,, Broadband Internet connection, 12 GB available space
Train Sim World® 3: Northeast Corridor: New York - Trenton,1300,Very Negative,22,Dovetail Games,Simulation,,"['Windows8', 'Windows10']", Intel Core i5-4690 @ 3.5 GHz, 8 GB RAM, NVIDIA GeForce GTX 750 Ti, Version 10, Broadband Internet connection, 50 GB available space
Conan Exiles - Architects of Argos Pack,229,Mostly Positive,66,Funcom,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy",,['Windows10'], Intel Quad Core i5-2300, 6 MB RAM, Nvidia GeForce GTX 560 (1GB), Version 11, Broadband Internet connection, 10 MB available space
Stellaris: Nemesis,710,Mixed,1485,Paradox Development Studio,"Simulation, Strategy",,['Windows7'], Intel® Core™ i3-530, 4 GB RAM," Nvidia® GeForce™ GTX 460 , AMD® ATI Radeon™ HD 5870 (1GB VRAM) , AMD® Radeon™ RX Vega 11 , Intel® HD Graphics 4600", Version 9.0,, 10 GB available space
Cold Harvest,385,No user reviews,,Grebot Games,"Adventure, Casual, Indie, Early Access",,['Windows10'], Intel Pentium, 4 GB RAM, Hardware Accelerated Graphics with dedicated memory, Version 11,, 1 GB available space
Tesla vs Lovecraft,349,Very Positive,772,10tons Ltd,"Action, Indie, RPG",73,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 2 GHz, 2048 MB RAM, SM 3.0+, Version 9.0c,, 150 MB available space
Eville,570,Mostly Positive,280,VestGames,"Action, Adventure, Casual, Indie, RPG, Strategy",,['Windows7']," Intel Core i5-2400, AMD FX-8350", 6 GB RAM," NVIDIA GTX 650, AMD HD 5830", Version 11, Broadband Internet connection, 2 GB available space
Outlanders,550,Very Positive,77,Pomelo Games,"Simulation, Strategy",,['Windows10'], Core i3 4170, 4 GB RAM, AMD Radeon R9 380, Version 11,, 1 GB available space
Dead Cells: The Bad Seed,133,Very Positive,686,"Motion Twin, Evil Empire","Action, Indie",,['Windows7'], Intel i5+, 2 GB RAM," Nvidia 450 GTS , Radeon HD 5750",,, 500 MB available space
RaceRoom Racing Experience,0,Very Positive,157,KW Studios,"Free to Play, Racing, Simulation, Sports",,,,,,,,
Battlestar Galactica Deadlock: Resurrection,360,Mostly Positive,24,Black Lab Games,Strategy,,"['WindowsVista', 'Windows7', 'Windows8', 'Windows10']", 2.0GHz, 4 GB RAM," 1GB NVIDIA Geforce 460,ATI Radeon HD 5770", Version 11,, 8739 MB available space
Arma 3 Contact,749,Mixed,1522,Bohemia Interactive,"Action, Simulation, Strategy",,,,,,,,
Crush Crush,0,Very Positive,202,Sad Panda Studios,"Casual, Free to Play, Indie",,"['Windows7', 'Windows8', 'Windows10']"," Modern Intel,AMD CPU 1.6GHz+", 1 GB RAM, Graphics card with DX9 (shader model 2.0) capabilities. Anything made since 2004 should work., Version 9.0,, 1 GB available space
Never Alone (Kisima Ingitchuna),349,Very Positive,25,"Upper One Games, E-Line Media","Action, Adventure, Casual, Indie",,['Windows7'], Intel Core 2 Duo E4500 @ 2.2GHz , 2 GB RAM, GeForce 240 GT, Version 9.0c,, 3 GB available space
Supraland,380,Very Positive,81,Supra Games,"Action, Adventure, Indie",85,['Windows7'], Intel Core2Duo 2.66GHz, 4 GB RAM, GTX 780,,, 4 GB available space
Planetary Annihilation: TITANS,515,Very Positive,49,Planetary Annihilation Inc,"Action, Indie, Strategy",,['Windows7'], MODERN Quad Core Processor, 8 GB RAM," Shader 3.0 , OpenGL 3.2 +, 1 GB GPU RAM", Version 9.0c, Broadband Internet connection, 5 GB available space
Space Engineers Deluxe,295,Very Positive,206,Keen Software House,"Action, Indie, Simulation, Strategy",,['Windows10'], Intel Core2 Duo 2.0 GHz (or AMD equivalent), 8 GB RAM," NVIDIA GeForce 8800GT , ATI Radeon HD 3870 , Intel HD Graphics 4000", Version 11,, 10 GB available space
Phantom Brigade,1100,Mostly Positive,629,Brace Yourself Games,"Indie, RPG, Strategy",70,['Windows10'], Intel Core i7-4790K, 12 GB RAM," NVIDIA GeForce GTX 970 (4 GB),", Version 11,, 10 GB available space
Conan Exiles - Seekers of the Dawn Pack,229,Mostly Positive,117,Funcom,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy",,['Windows10'], Intel Quad Core i5-2300, 6 GB RAM, Nvidia GeForce GTX 560 (1GB), Version 11, Broadband Internet connection, 10 MB available space
Pathfinder: Wrath of the Righteous - The Last Sarkorians,369,Mostly Positive,39,Owlcat Games,"Adventure, Indie, RPG, Strategy",,['Windows7'], Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz, 6 GB RAM, NVIDIA GeForce 940M,,, 50 GB available space
Sniper Strike: Special Ops,0,Mixed,286,Eight Pixels Square,Action,,['Windows7'], Intel CPU Core 2 Duo (2.9 Ghz), 2 GB RAM, NVIDIA Geforce 8500 GT, Version 11, Broadband Internet connection, 2 GB available space
Narcosis,360,Mostly Positive,957,"Honor Code, Inc.","Adventure, Indie",72,['Windows7'], Intel i5, 4 GB RAM, Nvidia GTX 560, Version 11,, 8 GB available space
"Warhammer 40,000: Battlesector",725,Very Positive,55,Black Lab Games,Strategy,,['Windows10'], i5-4460 (or equivalent), 4 GB RAM, Geforce GTX 750 (2GB VRAM), Version 11,, 25 GB available space
Avorion,650,Very Positive,75,Boxelware,"Action, Indie, Simulation",,['Windows7'], Intel i5 @ 3.0 GHz, 4 GB RAM, Nvidia Geforce 550,, Broadband Internet connection, 1 GB available space
MADNESS: Project Nexus,465,Overwhelmingly Positive,209,"GIBBING TREE, LLC","Action, Indie",,['Windows7'], Dual Core 2.0GHz, 4 GB RAM, 512MB memory, Version 9.0c,, 1 GB available space
LONN,515,Mostly Positive,106,SixSense Studios,"Action, Adventure",,['Windows10']," Intel Core i5-10600K @ 4.10GHz , AMD Ryzen 5 5600X 6-Core Processor", 16 GB RAM, GTX 2060, Version 11,, 20 GB available space
The Henry Stickmin Collection,360,Overwhelmingly Positive,574,PuffballsUnited,"Adventure, Casual, Indie",,['Windows7'], 2.3 GHz Dual Core, 4 GB RAM, Intel HD 4000,,, 1 GB available space
Fernbus Simulator,1168,Mixed,66,TML-Studios,"Casual, Simulation",,"['Windows8', 'Windows8', 'Windows10']", Intel Core i5 Processor, 6 GB RAM, Nvidia GeForce GTX 560, Version 11,, 45 GB available space
Deceit - Spider Pack,200,Very Positive,104,World Makers,"Action, Free to Play, Indie",,['Windows10']," Intel Core i3 , AMD Ryzen 3", 8 MB RAM," NVIDIA GeForce GTX 750 Ti , AMD Radeon R7 265", Version 11,, 20 GB available space
Junkyard Simulator,399,Mixed,19,Rebelia Games,"Simulation, Early Access",,[]," Intel Core i5-2500 @ 3,30 GHz (4 CPUs)", 8 GB RAM, NVidia GeForce GTX 960 4GB, Version 11,, 14 GB available space
Besiege,360,Very Positive,135,Spiderling Studios,"Indie, Simulation",,['WindowsXP'], 2.2Ghz Dual Core, 4 GB RAM, 1 GB Dedicated VRAM, Version 9.0c,, 3 GB available space
Conan Exiles - Debaucheries of Derketo Pack,229,Mixed,152,Funcom,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy",,['Windows10'], Intel Quad Core i5-2300, 6 GB RAM, Nvidia GeForce GTX 560 (1GB), Version 11, Broadband Internet connection, 10 MB available space
The Game of Life 2,470,Very Positive,43,Marmalade Game Studio Ltd,"Casual, Simulation, Strategy",,['Windows7'], 2 GHz single core processor,, DirectX 10 class GPU [1280 x 720],,, 600 MB available space
SOULCALIBUR VI,1999,Mostly Positive,90,"BANDAI NAMCO Studios Inc., Dimps Corporation",Action,80,['Windows7'], Intel Core i3-4160 @ 3.60GHz, 6 GB RAM, NVIDIA GeForce GTX 1050, Version 11,, 20 GB available space
War Thunder - A-6E TRAM Intruder Pack,4549,Mostly Positive,13,Gaijin Entertainment,"Action, Free to Play, Massively Multiplayer, Simulation",,"['WindowsXP', 'WindowsVista', 'Windows7']","2,2 GHz",1 GB RAM,Nvidia GeForce 6XXX series,,,
Gothic 1,199,Overwhelmingly Positive,170,Piranha Bytes,"Action, RPG",81,"['WindowsXP', 'WindowsVista', 'Windows7', 'Windows8', 'Windows10']", Intel Pentium III 700 MHz, 512 MB RAM, 3D graphics card with 32 MB Ram, Version 8.1,, 5 GB available space
Maneater,1199,Very Positive,130,Tripwire Interactive,"Action, Adventure, Indie, RPG",70,['Windows10'], Intel Core i5-5300u, 8 GB RAM, Intel HD 5500, Version 11, Broadband Internet connection, 20 GB available space
Witch It,799,Very Positive,121,Barrel Roll Games,"Action, Casual, Indie",,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i3, 2.4GHz", 4 GB RAM," NVIDIA GeForce GTX 460 , AMD Radeon HD 6850", Version 11, Broadband Internet connection, 7 GB available space
Car Mechanic Simulator 2021 - Ford Remastered DLC,240,Positive,13,Red Dot Games,"Racing, Simulation",,['Windows10'],,,,,,
Paladins Digital Deluxe Edition 2022,1085,Mixed,15,Evil Mojo Games,"Action, Free to Play",,['Windows7'], Core 2 Duo 2.4 GHz, 4 GB RAM, Nvidia GeForce 8800 GT,, Broadband Internet connection, 30 GB available space
Hand Simulator,82,Very Positive,153,HFM Games,Simulation,,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i3-4340 , AMD FX-6300", 2 GB RAM," Intel HD 4000, GeForce 8800, ATI 1950", Version 9.0, Broadband Internet connection, 3700 MB available space
They Always Run,360,Mostly Positive,19,Alawar Premium,"Action, Adventure",73,['Windows7'], Intel Core i5, 4 GB RAM, Nvidia GeForce GTX 650, Version 11,,
Blazing Beaks,360,Mostly Positive,19,Applava,"Action, Indie",,['Windows7'], 2+ GHz Dual-Core, 2 GB RAM, Intel HD 4000, Version 11,, 600 MB available space
Mount & Blade: Warband,549,Overwhelmingly Positive,754,TaleWorlds Entertainment,"Action, RPG",78,['WindowsXP'], Intel Pentium 4 2.0 GHz, 512MB RAM, 3D graphics card with 64MB RAM,,,
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,399,Very Positive,71,Tripwire Interactive,"Action, Massively Multiplayer, Simulation",76,"['WindowsXP', 'WindowsVista', 'Windows7']", Dual Core 2.3 GHz, 2 GB, 256 MB SM 3.0 DX9 Compliant NVIDIA® GeForce 7800 GTX,,,
Webbed,259,Overwhelmingly Positive,164,Sbug Games,"Action, Adventure, Indie",,['Windows10'],, 1 GB RAM,,,, 250 MB available space
Against the Storm,699,Very Positive,986,Eremite Games,"Simulation, Strategy, Early Access",,['Windows7'], Intel i3-4160, 4 GB RAM, Nvidia GeForce GTX 650,,, 5 GB available space
Into the Radius VR,515,Overwhelmingly Positive,183,CM Games,Indie,,['Windows10'],,, Geforce 1070 6 GB, Version 11,,
